Id,SalePrice
2658,118192.74961094011
2718,164732.20642879163
2414,216325.6568462071
1989,132949.41656521265
625,170653.72875928
333,82005.32262632862
1327,102871.799136305
858,168511.28925717663
95,172749.54267145874
1568,161363.5372319632
2482,166415.09619581728
1364,128923.17562130734
2584,155174.1458610028
818,306348.3927228558
2673,145100.93292067543
2089,126397.47183444584
1297,148980.10042830498
790,128719.46798991738
2616,198154.98727651208
720,201489.7084288546
222,160159.50028614537
557,121342.37835099513
1148,190888.68582104298
2766,150049.02647439594
534,178527.66545974696
1452,133538.05594745482
630,119310.0750302964
2648,98400.6767468151
125,165660.60823753133
1904,31908.43670871487
1670,107791.11414986348
756,110295.30459394149
717,190235.69788238138
1032,148285.1667516863
852,220696.525023637
1731,181671.39971427456
2639,119221.67221667449
2071,55410.52850628889
1267,132338.51403086842
1851,189744.93879569846
567,144540.83625920076
2439,214280.2811463353
1898,149940.7926188626
647,145062.9337927921
2256,204756.52084525302
979,73936.7037953604
1444,226171.72843017965
2485,116063.5166789472
157,121591.88525062043
88,119545.87350663554
2003,97210.50523379864
186,222552.03407342662
1425,243341.6293327692
2695,120972.58526014909
738,121468.26113147376
395,148829.88443960244
1353,184063.7175449126
1878,146041.07015594764
390,181035.39631783136
1456,237149.4614733028
1103,284088.635957203
1387,103422.55737231486
2070,135934.55880582606
1199,190279.2164746276
2479,198282.19950476347
501,319256.4220262226
2362,95011.90172155801
1718,178959.85873325937
2188,67636.51870476239
1483,167818.28220658068
2557,107743.3739423398
437,274123.52068485145
2224,174719.76512996037
1628,171570.15217885928
397,139356.33727200085
587,191750.6517119367
971,147219.54304130445
2611,154767.66625333956
1887,82948.08557741804
2399,387483.9679899353
2148,197412.60833292326
304,141244.99153773137
1997,136284.04479271994
2817,110252.17431543622
1431,229422.00735674263
427,343770.4291781094
263,136983.87246903748
598,185171.31475330342
2895,233124.96418594604
687,137843.72106358915
1822,137125.2731806367
2191,103161.53657249291
179,134498.78842717997
1009,211935.34950558853
2010,134423.80256890174
1991,148106.84366628755
1411,157868.25799489144
1721,213546.63123255968
1144,202242.80266796867
593,227218.52651313238
575,350520.89860013744
1249,175299.18443266174
1604,137090.80575173447
1064,451666.8994591598
1923,138349.4242652934
1988,113830.08188937284
2325,182580.97980220243
114,200422.03490887058
2700,154477.95249615796
217,118613.1895060729
343,176969.8868052864
386,190977.48044547916
2005,79661.99916370964
2908,122544.41790109733
1814,175890.88388950494
2446,465647.9882317275
208,124814.44947102206
1679,111304.87876321841
822,371662.62397739023
6,187571.83837211877
1781,400216.33719871566
2397,266115.6683641003
2340,308480.00026870496
1618,193857.58751424192
2843,189596.83007586352
1061,343679.0891562867
2786,127688.22309290816
1935,130973.2405673369
1341,128704.82579688984
521,252522.2904229646
2136,138280.52054499532
996,207945.38561766397
227,169037.315214383
135,172564.15886146604
1167,160103.60515586945
294,235549.94087423268
1776,185032.61823153147
540,156458.94895098696
1717,178959.85873325937
2303,123119.8674509371
116,180088.14636041108
127,143025.719336398
1371,140340.41539905657
1014,129726.60845118918
1507,85600.30072380346
702,144497.56823773484
750,152475.77339683485
261,147957.59651139582
1559,46297.0331140444
577,201630.66695929796
2812,202126.15721456497
2080,157238.49882697937
1368,86039.8950678251
2376,121706.50473731785
659,104452.16560048552
1235,143007.13812623004
332,59142.31164199789
1917,139311.770992524
2094,298532.33150911785
1460,259371.40141368518
1471,226556.55259403575
1509,125050.39043989923
1922,129764.28270876379
433,448602.19955763244
460,295958.04718860495
1116,240602.88972960552
1137,148881.57513336005
53,190310.36968669237
2354,257000.83384927607
1475,218301.9521125974
1761,455650.8316122991
842,148109.46898951608
2739,170070.66729396553
2509,143703.4875637829
1007,206572.53593440622
2610,157944.3233980821
1952,90956.15540567297
2719,171507.40396691492
2921,65212.084213447
1966,135729.37540723622
292,114951.49043260672
1204,196613.80064699717
1829,256849.19520174118
2419,193237.23517112422
391,163610.38926708396
798,130568.77796953416
481,209574.77852635866
193,176222.053251368
555,124604.09233382146
899,35198.690758272714
2357,197227.2459435704
328,139854.83488850662
1356,142518.45483499963
1154,127563.97367171175
1730,173251.03855778376
2249,157620.09583015868
1119,274474.7247655081
2856,112177.64398139407
1394,133173.88935516274
2587,108735.33527021226
61,312934.6036691936
2661,197920.70855832577
2711,131699.0648246886
1147,168688.7306080119
757,130576.29954759305
2623,79288.47314981901
2378,141753.1508577449
1413,156127.6003622985
1722,211397.9133906567
1112,224080.84821904893
1623,192420.25142794847
1201,212856.7320272351
1513,127097.98042629426
957,188030.32467108534
1171,238042.87804354727
1145,217850.36487352767
2726,248409.11141092784
703,160488.10223813646
760,98047.77007419284
1964,141846.9818374844
2512,192839.3317517942
159,125623.9772160165
1281,187082.32766980352
468,202648.34365608788
290,128017.1879427919
665,94441.94941393193
1463,249243.40757179563
1792,222073.24092274613
923,148426.53687013418
500,261469.51681157574
1408,148629.1171888748
331,71806.10976027098
170,164117.64698118705
2192,90703.16452508187
2571,285354.56814377697
2314,187286.8139051092
2647,92201.2757702003
422,437375.9486546855
2457,314588.7490305697
1838,200102.15595130238
2805,231663.27340487845
1645,181193.39722736715
1711,281245.93092777743
2825,272339.0402688193
322,383963.1267457537
2103,248145.17329488357
342,136785.39191681094
600,112100.41500048956
488,175997.31052193
1725,314712.73682866164
2246,278633.5588638593
2847,132238.1105762128
806,245069.52344774478
530,229954.35345799848
963,185811.99460229767
2678,76806.08138299605
171,84521.23568478588
2401,415691.15280924574
805,227300.86727094522
2259,226460.67067522544
1748,206672.0865644978
1361,142555.56335732347
1677,115800.52916188427
1406,158248.16557242832
2322,211933.6787418765
688,172896.5283047646
143,134381.22961798654
804,219105.8243992828
1214,160188.27904987527
2828,148951.60557091027
1999,198718.1385502296
2467,191491.7421629225
2665,171229.13187456905
1538,343893.54615011043
398,113920.68945304409
2822,153012.0975438755
2157,159243.83851638925
1856,147685.49591912498
1269,117884.42238721577
2570,114947.21061228105
2320,254275.63126138796
1517,140581.92598206154
2304,123012.32245795114
1312,96432.02465352078
2012,142455.94215748576
506,229479.68858062406
2865,196980.35612803418
2367,104629.22235085728
554,118110.08767135756
238,138705.46981264028
1954,124870.9166176215
2488,126982.3139524745
2291,70532.89834627649
1969,78970.04146575852
2725,141990.84001890413
1482,156996.48265233217
2763,213691.86365347693
503,240452.82224172505
1584,278237.4052028464
1531,167627.3773741625
2210,190437.95780403353
459,334925.74471931637
556,134120.18481507682
1347,145604.0255016482
1290,91900.9643879059
1388,114294.49390758964
1571,195868.58780291374
2754,197390.9548284487
765,132714.3093526662
2494,131153.79944873345
2870,199317.56476591737
7,205516.71925141942
1114,264518.49129520694
2418,283662.0726868843
291,115535.17960652051
18,323871.6004131327
39,379496.7991808882
1001,267895.6851639475
2442,245824.63738709223
616,92012.77175933169
2680,43253.39280467667
1414,115040.89241712802
289,132189.16251598834
40,235533.3997466471
860,143158.29293634143
409,120252.41842242383
673,152608.18550139148
2427,200988.8757851274
2036,194233.13228218874
2564,133971.00335587858
642,162627.2872367177
1008,194407.8973002308
1908,144915.8951223106
2519,204125.40744981437
1369,67651.25358327094
2855,165850.06896034954
712,111872.74029385723
1943,119498.50209141802
1958,123553.05757181271
107,184483.05106419546
2295,176926.4484205977
704,107807.39506945031
676,144105.56342996343
259,191128.4135446822
93,265103.73639256146
106,237784.71200429986
2315,186271.57421708328
1050,114506.82412038039
1095,214182.12003582832
2709,166647.0176418131
758,69414.44520696078
1496,179704.56897316664
2370,115506.52367581084
2458,264685.07277598826
2733,133366.8089038729
161,236090.06484259025
726,163742.8942146455
845,224635.3423310445
947,264938.7706771473
2232,108286.07662167505
2563,137612.93011357944
2299,139772.36549590743
211,95721.96573951188
605,156331.54614340502
1478,237368.34169239842
2247,279121.4828874783
2274,192116.09828377073
2869,165223.49354567582
967,219258.7650953381
2656,121226.64042551426
667,204799.43478206324
1042,95291.99705890694
2023,169418.41569689178
2447,369057.16598458623
2055,124325.33109555807
2275,322429.74274134065
2204,161496.9528543629
1563,301736.89751829277
483,189587.67494925065
796,156255.2885626696
1526,147025.64102513588
2042,120682.516976393
442,362604.49977671145
1693,319238.4175133201
1468,232461.87746216205
1430,180218.65749254322
2605,165724.40202218137
1529,211648.19274793367
335,143485.22670238733
1287,116744.65109209495
31,96317.03384518891
1785,329543.1336537545
82,159298.26540059462
2620,120942.33804771042
252,187570.2565399554
721,64819.99094217236
2165,178874.9581684752
2316,197060.9388209756
775,148329.93211347423
1558,89849.62676916103
17,220541.09260125295
1022,226380.67735123436
925,103323.84480355529
438,279015.4114241513
1270,130075.68594187172
1272,122742.68238211941
215,118200.42828260228
266,236686.12469447474
2402,264774.330821175
1250,129065.35336667678
1984,126421.36297994188
1279,160366.2997424974
377,255343.58889774338
1252,140583.5548508204
2156,256057.56356319983
499,316625.9958117673
1374,118672.12324123463
2898,231527.35206582397
401,100701.35882570175
2721,176633.7778846888
