Id,SalePrice
2658,115506.45918921055
2718,186072.96275806183
2414,203885.4101065735
1989,122921.86793661502
625,167315.9308894003
333,98110.01081775362
1327,107190.98855684674
858,143243.13270528708
95,200150.65609456273
1568,152587.84546682495
2482,171285.97159414587
1364,132413.27738085669
2584,159914.20926503802
818,292499.1801832062
2673,151917.06289125688
2089,134213.60117290926
1297,151078.77744009625
790,112518.22814437712
2616,177411.1758978055
720,196695.1589567596
222,139031.8270182067
557,122359.63463195658
1148,197076.89297268656
2766,167912.60345049587
534,193583.74358718167
1452,111097.57624498103
630,135616.6570918745
2648,156465.04220299295
125,181293.31017800653
1904,43812.12757857749
1670,92876.35650442657
756,105172.5058631755
717,242688.40163667337
1032,149625.88480656757
852,212935.3925782356
1731,186957.1200820041
2639,124576.4566166082
2071,81052.33882087236
1267,137735.09175573336
1851,197193.095980439
567,179068.96868887974
2439,214924.5996227871
1898,155640.19059853663
647,149258.796817309
2256,215599.26149286726
979,102617.93949567073
1444,215941.20709574292
2485,112781.78191596537
157,119250.38967471325
88,108109.4497607298
2003,110496.84134351637
186,204752.2199871015
1425,250628.97327416413
2695,138539.73985354835
738,119421.54399348039
395,153257.04296197847
1353,173186.44688211964
1878,128950.13280823873
390,154391.02455153677
1456,227185.00956987555
1103,272932.9117616273
1387,120993.07832544169
2070,135912.48640996777
1199,174796.5660259456
2479,187324.96700132533
501,280465.54787610064
2362,80196.73767758708
1718,195628.32997832622
2188,74323.41457347869
1483,184772.91470902157
2557,91519.99487114919
437,345254.5807235255
2224,176523.8081465594
1628,187175.78074650932
397,130129.78739293152
587,188255.8242982081
971,157846.81668483606
2611,149409.41673309007
1887,93647.39083672676
2399,388415.084350444
2148,206644.3269286909
304,114974.31864872412
1997,126786.57322567655
2817,125185.5300862036
1431,207107.53167664853
427,362541.90911184135
263,124619.74793779966
598,165944.21261754306
2895,222387.56497443886
687,151687.92185422464
1822,128479.27446653193
2191,98242.05143907538
179,133968.30510440923
1009,197210.97665848106
2010,124518.75753352977
1991,144500.9633449911
1411,150180.21376264025
1721,227842.63052637968
1144,194191.87243392714
593,214690.27332724724
575,321860.04632020916
1249,175064.33073503606
1604,111440.3820759469
1064,436978.2714240727
1923,144149.772621952
1988,97827.91463870648
2325,172187.30441938108
114,182841.48218899406
2700,188084.5674571836
217,128016.01693883666
343,172583.93320670445
386,228163.0163560144
2005,118601.68228022987
2908,131381.89162459318
1814,229365.24917218124
2446,429997.6022162703
208,150502.68573143135
1679,138208.14037193975
822,381365.07382029004
6,184032.42408815934
1781,393403.5513371829
2397,299372.35232868174
2340,302458.8141735409
1618,171963.92525156692
2843,142208.76789907098
1061,355620.54579566687
2786,117169.82160526747
1935,128661.48112493113
1341,109525.18178902008
521,257791.7162774693
2136,137357.97570536868
996,201776.74078631937
227,148796.79996307846
135,177380.9471617845
1167,172656.57531828526
294,214230.0102541016
1776,199882.84498036688
540,187315.76879204693
1717,195628.32997832622
2303,104586.52976968244
116,166354.89360417065
127,131445.15435584576
1371,146851.44258086116
1014,160948.7586591147
1507,101830.90520378132
702,176181.37568428647
750,160098.86024156003
261,150886.52936934016
1559,80760.23700644902
577,209214.09520587372
2812,208498.91814358067
2080,160346.39018135786
1368,118861.94200973492
2376,114522.26951367897
659,117658.67557550431
1235,118016.41889111104
332,93397.74159564346
1917,127897.53861914575
2094,267788.2862146341
1460,253680.17823423084
1471,218263.01532210875
1509,128061.82729086163
1922,120206.26395013719
433,444561.56733619014
460,328509.5609913309
1116,238063.41395587614
1137,168244.17807393416
53,195961.85554228327
2354,234966.54783296678
1475,207708.71313999058
1761,454244.06322842406
842,138845.88268552173
2739,192462.7303535263
2509,180136.4377437405
1007,211219.88042350428
2610,173238.0994708984
1952,121791.28804026148
2719,186889.61991867307
2921,99228.43707927316
1966,129251.3108791348
292,123385.23199734441
1204,202222.4099314902
1829,247643.0936586815
2419,199467.4096857598
391,159525.44056372042
798,125651.99520333856
481,199022.39977163984
193,189145.13256634062
555,124679.40024402109
899,76710.39344536106
2357,177797.04180687503
328,145225.46823253937
1356,120493.62154526578
1154,103413.40098213952
1730,187861.77482761396
2249,149473.89642651123
1119,256472.63932743284
2856,127288.95621430862
1394,133484.99364531564
2587,126836.08653051441
61,301893.4351797331
2661,201680.34278101195
2711,124305.58148591628
1147,195255.5264663311
757,151250.00382724905
2623,95969.1521821114
2378,159823.11357965972
1413,147774.6781753559
1722,218823.88330317475
1112,225215.77271952503
1623,178742.73896795977
1201,232637.72252774483
1513,118547.71382982843
957,233199.41912585206
1171,275890.99816087587
1145,201419.3345979167
2726,202903.05805858807
703,152910.5071973229
760,80700.12366589363
1964,134674.58976498072
2512,197149.90451010386
159,145604.98769142863
1281,176072.4403339125
468,192956.61046827328
290,119286.91229245672
665,103484.5447719479
1463,252732.7119630752
1792,231513.3197324865
923,132961.80220525654
500,268677.75170804805
1408,160964.4634691791
331,81746.73950839974
170,142799.06490801787
2192,82389.66362710774
2571,267589.202541376
2314,164152.48987636657
2647,95181.65256213304
422,407005.1348278392
2457,331361.6246896564
1838,225842.82155765092
2805,280347.8305056902
1645,154745.5115560887
1711,306268.13176890754
2825,266367.72915436164
322,391934.7761270745
2103,255693.94831628248
342,109682.60395697318
600,105438.93012385746
488,187377.9587126593
1725,347580.8506011858
2246,256100.31715749996
2847,158450.55554889364
806,234308.4359023493
530,225506.11991253612
963,173148.13495502155
2678,95728.47204268957
171,87304.9903079886
2401,408751.76715394005
805,216057.93975925003
2259,228150.2334799146
1748,190414.51037604082
1361,139837.84718093707
1677,137765.6962781283
1406,152415.06003341754
2322,251125.06080751528
688,176873.6594985593
143,125259.2645671711
804,209037.96053804248
1214,184903.65204433957
2828,177153.16114474647
1999,205537.22196917096
2467,200845.83457540546
2665,170735.2860272494
1538,303410.52031139936
398,102088.57447223575
2822,124643.72556749848
2157,166188.75941122603
1856,190098.79338837357
1269,118151.96802575479
2570,112542.56569796323
2320,237850.34221732058
1517,132934.91250414785
2304,108972.21729906765
1312,103870.86584973894
2012,137646.99737398396
506,211876.1528932295
2865,186425.0445424898
2367,125474.54368994408
554,102522.4250898097
238,126526.00216830045
1954,110170.08378389117
2488,161730.638240902
2291,109838.88538059976
1969,104512.81722159043
2725,147853.2665719844
1482,165967.68133522687
2763,220056.26343546738
503,229032.39586825925
1584,256050.1499964071
1531,144905.7847049093
2210,180855.5141838009
459,347822.1991180221
556,128791.0065642451
1347,151556.8789429561
1290,79889.06725966092
1388,95076.12730334944
1571,198894.87865564937
2754,204707.66560293094
765,152094.50838185404
2494,112197.93652401224
2870,183314.13103247585
7,212509.22773410915
1114,251610.44963617937
2418,274989.4030827712
291,146738.48240561283
18,342088.5472736525
39,374880.95734874904
1001,257024.43850218877
2442,238302.7574855351
616,121147.03708785749
2680,65521.16953277076
1414,117312.25054492906
289,138275.57045661053
40,242583.85054960393
860,126960.28221743682
409,135130.18408786575
673,132158.9699624183
2427,214508.828611549
2036,195064.66584520042
2564,143428.85308950464
642,194444.71867046913
1008,184944.7904199101
1908,177842.02040429704
2519,211230.04534548952
1369,89888.22836301534
2855,155892.71380804572
712,87928.63062827091
1943,104568.3240112852
1958,126693.48269335367
107,186093.50440579944
2295,170100.13819544693
704,97874.92182772479
676,129223.44984659972
259,188056.37203828455
93,259620.6767087821
106,225848.2734668461
2315,178702.81886593008
1050,106348.69831206359
1095,206579.85569791228
2709,142211.30436285492
758,155320.53443395544
1496,160724.17478414706
2370,142556.38875493838
2458,270493.5189976669
2733,133161.0422655223
161,269143.0760085373
726,177209.5986531917
845,210146.65760300087
947,246558.05125009036
2232,113736.13406964112
2563,137452.92224079452
2299,134664.30844248575
211,147173.75160175585
605,180110.6065965168
1478,242023.77356234577
2247,260343.85816166177
2274,201932.4766844937
2869,189502.39962361008
967,223776.04361124453
2656,106080.48948388803
667,233509.20459741598
1042,130798.52768659836
2023,167980.51363341312
2447,385910.2207674384
2055,146895.76929965115
2275,303055.1526984448
2204,169346.9754869442
1563,281769.1962332459
483,202355.95311752707
796,137510.46336742188
1526,151492.72221173882
2042,151472.99004381034
442,356353.7699259446
1693,339077.6289799191
1468,215299.33838451235
1430,200299.1160351059
2605,173014.06264876504
1529,182314.98901599192
335,125778.50772253657
1287,147033.7025409526
31,118648.96689496981
1785,328279.7107435175
82,162573.99714912486
2620,123115.06378458545
252,198968.5558736067
721,67512.24294744921
2165,186716.27875768743
2316,177125.37626056245
775,127753.5669411989
1558,89317.9165078185
17,216004.2659841386
1022,210618.86633883265
925,119620.84241129085
438,285674.4173400244
1270,140605.54484874452
1272,113152.44068058592
215,149199.7097443369
266,218634.65851536626
2402,279035.1582712986
1250,115058.17913619871
1984,119326.790451298
1279,151601.51101838134
377,236335.49877879
1252,142556.7634951761
2156,248314.44649266498
499,292489.7270976815
1374,116282.23963795614
2898,230233.4613679687
401,107346.14889852633
2721,177727.39529869484
2078,223959.1848925408
2589,117934.71362810407
1946,227665.5536352347
1334,127835.47319331102
2781,224465.92423528165
431,383776.83609433274
576,211793.7365034155
1474,213551.7289542933
2254,138901.6995898505
2155,263689.8582715149
885,118538.08957917558
643,131387.73956078745
1944,121170.74863049749
480,205350.88515187777
2845,109554.16821563279
2387,308785.57396614517
2407,202383.62085732142
2527,166065.23528482544
2514,173454.57369307498
629,160834.76954754407
80,209376.40328332037
1876,126856.78466014285
1546,125133.41351490037
2518,158126.3129151743
2347,153533.47112190432
783,216069.26235808083
1322,59884.784077158896
194,78130.7216108797
1770,266707.9634173837
2143,204682.96833015035
1229,222630.8472490561
511,257340.25230701268
46,206263.76595070632
1348,173921.49478787463
2465,199619.08533074986
387,224769.1310705028
873,214291.0585102517
1918,119988.10708344379
2764,229209.4293288493
2184,128705.27955470048
934,151777.67533132434
1920,114534.58882876846
2631,150467.20919702202
1768,520297.276865148
2040,123489.20709194976
1749,225787.19889912952
834,216543.6416288549
1457,237022.22481124802
79,113104.09579615609
2302,131554.10422373947
1817,139707.69521462615
2755,240283.3358643141
359,172380.38603447226
2059,110396.3227601361
2092,239176.58869864163
2516,222058.43917517143
150,107257.62470144953
1656,162231.6653171949
83,102589.0977413014
2411,185480.72268530703
795,88788.08947377698
2312,225385.19893370522
2917,131222.97340825747
1624,191169.9763455775
2215,257651.48104181164
1211,130249.1405925448
1485,186906.60778343573
1024,169496.11968209827
570,187079.89525121637
2874,144543.87549942755
700,156461.34265758388
2756,209467.34036672022
2022,182706.92773955688
583,212200.90001044236
2392,372877.78191245394
2424,201917.5676597251
212,94540.51967398019
736,127450.08957159857
1610,183987.22031038906
890,109732.22798082186
467,186952.67039709736
578,234426.05038555362
1747,208035.25760768924
1149,174968.0483462772
2758,211861.5638306992
857,131290.41657700262
2219,246858.80833462544
733,100348.19289045781
2909,119951.88310122443
1798,255384.68184696801
235,120321.48892910231
2366,154045.08146038512
1027,140162.5631825825
1195,139876.85172564583
1303,30989.862959634396
148,179830.9980842257
608,142780.48723586847
2515,189482.3902389633
821,334875.591587662
2500,258701.32296456676
745,115693.01651713194
741,130963.77184145607
1611,142534.51000079617
2532,124639.42250583915
1081,244588.53181103838
1692,423369.302610044
2520,201488.00244104548
276,119334.77003228175
1992,140320.25506630877
663,26319.548634941224
418,128888.33032320999
1733,203973.22380810534
2359,147413.318669011
253,196483.65470150055
1518,175443.19921364915
2035,132462.36139179196
2919,84418.53614942811
1540,208379.51307236217
2120,140286.10919899715
1674,186975.5280805584
256,153762.86874663807
2361,98158.03859880765
978,85140.80927094468
2280,183296.20904148056
2095,225783.99620952713
1709,313715.02497814875
2801,226780.2444494164
1246,113414.29458355799
2373,122958.248332622
1055,272839.0804514466
2017,135858.86944260146
1099,271976.2754081758
1344,102866.25209929503
835,196840.38078728248
1117,242641.92300265573
2043,85384.30663288862
2085,133111.67608824372
410,159053.9582544088
2650,114658.09914782282
2867,165557.43030396802
1668,108610.69211100414
1161,184724.41385375068
2122,177176.3019671645
2539,137350.0168036468
1047,139601.77079665335
1445,118468.96384971333
541,135149.78773706907
569,214714.11002741486
1276,131254.5935022618
918,143532.06241732463
326,163510.18123012886
1936,117419.42061852582
895,91107.89655354153
257,178903.8843045705
1241,173482.64326591743
1545,118037.13949592516
1189,179911.59823171422
270,166439.20052975114
2066,195789.93038118363
693,118996.89106526785
1259,160884.45471442316
2916,141942.34683023463
2321,267462.0925921382
1977,97228.4347880074
